Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine
Nissan,Tiida Sedán,S 1.6L,USD,"u$s8,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/tiida-sedan/pe/RT_PU_7c643149a2184c5e881c8ccbbd107b7c.webp,2015,300000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1598 cc
Hyundai,Accent GNV Eco Car,GL 1.4L,USD,"u$s12,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/accent-gnv-eco-car/pe/RT_PU_f06137c71ed14282ab0f67e7422ccee2.webp,2019,74300 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,tela,1399 cc
BMW,X1,xDrive 25i xLine,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/bmw/x1/pe/RT_PU_61d61a2160554506a02ee73c1c20b395.webp,2009,124500 km,gasolina,automática 8 velocidades Steptronic,Lima |Lima,Negro,4 en línea,símil cuero y tela,1998 cc
Renault,Logan,Dynamique 1.6L,USD,"u$s7,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/logan/pe/RT_PU_8742494dc8ee4383935bb2827095c4b0.webp,2012,137000 km,gasolina,manual 5 velocidades,Lima |Lima,Gris Eclipse,4 en línea,tela,1598 cc
MG,5,1.5L Full,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mg/5/pe/RT_PU_e9dbc5d3f34b4790ac16ae09f6438de9.webp,2020,42000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1498 cc
Subaru,WRX,2.0L Aut,USD,"u$s23,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/wrx/pe/RT_PU_741dd9351a25479386a3edf50dc0780c.webp,2016,41500 km,gasolina,automática 8 velocidades,Lima |Lima,Blanco Perla,4 Bóxer,cuero,1998 cc
Chery,Tiggo 2,1.5L,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-2/pe/RT_PU_d9930e5f04564641a13ab5949186f388.webp,2017,75484 km,gasolina,manual 5 velocidades,Lima |Lima,Azul Celeste,4 en línea,tela,1497 cc
Suzuki,Grand Nomade,2.0L 4x2,USD,"u$s13,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-nomade/pe/RT_PU_af9f84f0f88d45e48dbcf32ed3abb2b5.webp,2016,63000 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,1995 cc
JAC,J6,1.8L Luxury Aut,USD,"u$s7,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/j6/pe/RT_PU_7e69c1d888fc4ab492a445e2d15c6496.webp,2014,130000 km,gasolina,automática secuencial 4 velocidades,Lima |Lima,Plata Metalizado,4 en línea,símil cuero,1834 cc
Volkswagen,T-Cross,1.6L Highline Tiptronic,USD,"u$s21,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/t-cross/pe/RT_PU_98b72d2aa2b840cb8d75dfea85e4598a.webp,2020,52500 km,gasolina,Tiptronic de 6 velocidades,Arequipa |Arequipa,Gris Platino,4 en línea,cuero,1598 cc
Hyundai,i20,1.2L MT Full,USD,"u$s14,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/i20/pe/RT_PU_5241df6c0a104ed1a60b661cd389e140.webp,2022,26000 km,gasolina,manual 5 velocidades,Lima |Lima,Azul,4 en línea,tela,1197 cc
Volkswagen,Amarok V6,3.0L Comfortline,USD,"u$s30,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/amarok-v6/pe/RT_PU_f72bc49b2fda431e8011ab443332b275.webp,2020,96564 km,diesel,Tiptronic de 8 velocidades,Lima |Lima,Azul,6 en V,tela,2967 cc
Mercedes Benz,Clase CLK (COUPE),GTR,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-clk-%28coupe%29/pe/RT_PU_9a3b03b9bf7b448a95a5e1160f2a5ff7.webp,2009,94500 km,gasolina,manual 6 velocidades,Lima |Lima,Plata,12 en línea,gamuza,6700 cc
Hyundai,Elantra,GLS 1.6L,USD,"u$s11,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/elantra/pe/RT_PU_9c55bbe9e54f4e149674ad5bfd34d0c0.webp,2013,61000 km,gasolina,manual 5 velocidades,Lima |Lima,Arena,4 en línea,tela,1591 cc
Hyundai,H1 Van,2.5L GL TDI 6 Pas,USD,"u$s30,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h1-van/pe/RT_PU_d93c1dc50bcf4f089e183e473f91dea6.webp,2022,100 km,diesel,manual,Arequipa |Arequipa,Blanco,4 en línea,tela,2476 cc
Nissan,Almera,1.6L,USD,"u$s7,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/almera/pe/RT_PU_6025c59e49a9461e9b3204834c7cb725.webp,2010,115000 km,gasolina,manual 5 velocidades,Lima |Lima,Verde,4 en línea,tela,1596 cc
Nissan,Sentra,1.8L Full,USD,"u$s14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/sentra/pe/RT_PU_5225f2a03a794048bc6029a32373f454.webp,2017,50382 km,gasolina,manual 6 velocidades,Lima |Lima,Rojo Metalizado,4 en línea,tela,1798 cc
KIA,Soul,1.6L EX,USD,"u$s12,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/soul/pe/RT_PU_ec3ebe7811ac453c981b3a6059ad3a1b.webp,2017,63000 km,gasolina,manual 6 velocidades,Callao |Callao,Plata,4 en línea,tela,1591 cc
Mitsubishi,L200,2.4L 4x2 TD GLX,USD,"u$s23,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_5c24024bb98f4f17837c227ce2defd2b.webp,2021,78000 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,2442 cc
Hyundai,i20 Active,1.4L Active Sport,PEN,"$12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/i20-active/pe/RT_PU_bd7448abd72e40bc96abfac11113b6f1.webp,2017,80000 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,1368 cc
Suzuki,Grand Vitara,1.6L Full,USD,"u$s10,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_3e45ddf8c986403cb852dfc9de984242.webp,2014,183400 km,gasolina,manual 5 velocidades,Lima |Lima,Verde,4 en línea,tela,1586 cc
Volkswagen,Bora,Sportline 1.8L Turbo,USD,"u$s9,750",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/bora/pe/RT_PU_de15f8858a95466693d13f21325dd6ae.webp,2010,96150 km,gasolina,manual 5 velocidades,Lima |Lima,Plata Reflex,4 en línea,cuero,1781 cc
JAC,Grand S3,1.6L Luxury Sunroof  AT,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/grand-s3/pe/RT_PU_a582a4fa722447819209d97adac6bf65.webp,2020,31800 km,gasolina,automática 6 velocidades,Lima |Lima,Plata,4 en línea,símil cuero,1590 cc
Mitsubishi,Outlander,2.4L GLX Aut,USD,"u$s7,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_50b1b0b9483f4e17b1252106de033ef4.webp,2004,162530 km,gasolina,automática CVT,Santa |Ancash,Rojo,4 en línea,tela,2360 cc
Honda,CR-V,1.5L Luxury,USD,"u$s34,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/cr-v/pe/RT_PU_e3f90ae391a84b7e93f96984db66f6c5.webp,2022,13400 km,gasolina,automática CVT,Trujillo |La Libertad,Gris Grafito,4 en línea,tela,1500 cc
Mitsubishi,L200,2.4L 4x4 TD GLS,USD,"u$s17,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_2cc2f973361e476d859367978154e20f.webp,2016,88000 km,diesel,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,símil cuero,2442 cc
Mitsubishi,Outlander,2.4L GLS 4x4 Aut,USD,"u$s27,990",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_7742b43d8768431f9c1addccd22d5108.webp,2018,12100 km,gasolina,automática 6 velocidades,Lima |Lima,Rojo,4 en línea,cuero,2360 cc
Mitsubishi,Outlander,2.0L GLX CVT,USD,"u$s18,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_0b9e8be6bf5f43c2aa7fcfae41874b51.webp,2018,67000 km,gasolina,automática 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1998 cc
Hyundai,Accent,GL Aut,USD,"u$s8,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/accent/pe/RT_PU_5493579457754dd7b4292fcfde13edf9.webp,2012,250000 km,gasolina,Lineartronic CVT con modo manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1368 cc
RAM,V700,1.4L Plus,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ram/v700/pe/RT_PU_b43f38536e464df0a318f1b1350d3878.webp,2022,6500 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1368 cc
Nissan,X-Trail,Sense 3Filas,USD,"u$s14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_3e8cea1765ad46d194b44c0df9b2588c.webp,2014,78654 km,gasolina,automática CVT,Lima |Lima,Rojo,4 en línea,tela,2498 cc
Nissan,Juke,1.6L 4x4 Turbo Sport Aut,PEN,"$10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/juke/pe/RT_PU_4032b77f1d3e4b5c873259a21df2652d.webp,2011,97000 km,gasolina,automática CVT con modo manual (6 vel),Lima |Lima,Gris,4 en línea,cuero,1598 cc
Subaru,Forester,2.0 XT AWD SI Drive Turbo Aut,USD,"u$s20,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_daac60907d6c46cf865e32cc08d953dd.webp,2017,52050 km,gasolina,Lineartronic CVT con modo manual 6 velocidades,Lima |Lima,Blanco Perla,4 en línea,cuero,1998 cc
Mitsubishi,L200 DK-R,2.5L TD GLX 4x4,USD,"u$s26,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200-dk-r/pe/RT_PU_0e4d2b676f934e3cbc07562999e638f2.webp,2019,18000 km,diesel,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,tela,2477 cc
Renault,Megane,"Classic L4,1.6i,16v A 2 1",USD,"u$s5,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/megane/pe/RT_PU_a411fb44ee7e46418fabd16f0106159e.webp,2007,116400 km,gasolina,N/D,Callao |Callao,Rojo,N/D,,
Volkswagen,Gol,1.6L Power,USD,"u$s10,950",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_cebaefa54db04b8f9df15604d7c6c33f.webp,2017,36900 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Negro,4 en línea,tela,1598 cc
KIA,Towner,2.7L CD,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/towner/pe/RT_PU_f701472d67f74feba28ba85f2e050480.webp,2013,126200 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,tela,2665 cc
Fiat,Mobi,1.0L Easy,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/fiat/mobi/pe/RT_PU_a6fe994739724b36ab651642de21b16e.webp,2021,1000 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,tela,999 cc
Haval,Jolion,Supreme AT Plus,USD,"u$s19,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/jolion/pe/RT_PU_899f19a3ec764f44b82c4871d50cd19b.webp,2022,23000 km,gasolina,automática 7 velocidades,Lima |Lima,Blanco,4 en línea,cuero,1500 cc
Toyota,Fortuner,TD 3.0L 4x4 Aut,USD,"u$s26,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/fortuner/pe/RT_PU_065484b799c94bc6b9c18852620441ed.webp,2014,143000 km,diesel,automática 4 velocidades,Lima |Lima,Plata Metálico,4 en línea,tela,2982 cc
Porsche,Cayenne GTS,3.6L,USD,"u$s56,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/porsche/cayenne-gts/pe/RT_PU_8b8ead0db34c453da583598047cb0de0.webp,2016,50011 km,gasolina,automática 8 velocidades,Trujillo |La Libertad,Rojo,6 en V,alcántara y cuero,3605 cc
Great Wall,Voleex c30,Luxury,PEN,"$15,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/great-wall/voleex-c30/pe/RT_PU_53e61b7f02fb4341b38dd35dce0e960e.webp,2011,180000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1497 cc
Nissan,Sentra,1.8L Sense CVT,USD,"u$s12,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/sentra/pe/RT_PU_0df036caa640442eb0a4fad5bf530fdb.webp,2018,98000 km,gasolina,automática CVT,Lima |Lima,Gris,4 en línea,tela,1798 cc
Suzuki,Swift,1.4 GA AC,USD,"u$s8,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/swift/pe/RT_PU_b9df773b9e214dbb84f8c796909abcdd.webp,2014,95000 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,1372 cc
KIA,Picanto,1.2L EX Aut,USD,"u$s10,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/picanto/pe/RT_PU_1045fc5a38014ff89bb1928a300189d9.webp,2015,45000 km,gasolina,automática 4 velocidades,Lima |Lima,Plata Brillante,4 en línea,tela,1200 cc
Nissan,X-Trail,Sense 4WD,USD,"u$s25,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_d0c01b337ccd437a957880ee35cd9f43.webp,2019,12400 km,gasolina,automática CVT,Lima |Lima,Negro,4 en línea,tela,2498 cc
Suzuki,Grand Vitara,1.6L Full,USD,"u$s14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_cb5bd18f86c04b2a859db206ee6c746c.webp,2019,49300 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,1586 cc
Volkswagen,Passat,2.0L,USD,"u$s8,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/passat/pe/RT_PU_b8621bac08fa4726a38e22b62acf63ed.webp,2008,139000 km,gasolina,DSG Doble embrague,Lima |Lima,Negro,4 en línea,alcántara y cuero,1984 cc
Nissan,Versa,Sense,USD,"u$s6,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_9d028f2a58db46c4b693944d0f193579.webp,2013,325000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1598 cc
Toyota,Yaris Sedán,1.3L GLi,USD,"u$s14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_a1d664d4c8c34e2b9c5394a38ac900b7.webp,2021,45000 km,gasolina,manual 5 velocidades,Lima |Lima,Gris Oscuro,4 en línea,tela,1329 cc
Mini,Cooper Countryman,1.5L S AT,USD,"u$s15,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mini/cooper-countryman/pe/RT_PU_7cd7351456b84f2382b7e746a2beef5e.webp,2011,59600 km,gasolina,automática 6 velocidades,Lima |Lima,Gris,4 en línea,tela,1998 cc
Toyota,Corolla,1.6 XLI,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_452782847f0d409b8f556a90f436c9d8.webp,2009,95300 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,gamuza,1600 cc
Honda,Civic,1.8L LX Aut,USD,"u$s12,600",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/honda/civic/pe/RT_PU_6ee185ce3f7b429ab43e22fbb0a92d97.webp,2007,76000 km,gasolina,automática 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1799 cc
Hyundai,Tucson,2.0L Sport 4x4 Aut,USD,"u$s9,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_9d2b70760897480a9d677d486190db09.webp,2009,115000 km,gasolina,automática 6 velocidades,Lima |Lima,Rojo,4 en línea,tela,1998 cc
Nissan,X-Trail,GLS Full,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_3fd1456e7e514ef395d23b5912992d17.webp,2016,62000 km,gasolina,Xtronic CVT con modo manual (6 vel),Lima |Lima,Negro,4 en línea,tela,2488 cc
Mazda,3 Sedán,2.0 Mec Sport,USD,"u$s16,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_c136d908deb546ccab3f4cb4e4235856.webp,2019,41000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1999 cc
KIA,Sportage,2.0L LX Full,USD,"u$s17,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_b193efe77d924abfb22e0159d4638803.webp,2017,120000 km,gasolina,manual 6 velocidades,Huancayo |Junin,Negro,4 en línea,tela,1999 cc
Toyota,Corolla Hatchback,1.2L,USD,"u$s21,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla-hatchback/pe/RT_PU_35d1ed5346194de58fd38337b95422d0.webp,2020,28574 km,gasolina,manual 6 velocidades,Piura |Piura,Blanco,4 en línea,tela,1200 cc
Volkswagen,Up!,Take up!,USD,"u$s7,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/up/pe/RT_PU_9a55465d6f7447fdb0347664f6432848.webp,2016,61700 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,3 en línea,tela,999 cc
Hyundai,Tucson,GL 2.0L 4x2,USD,"u$s14,250",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_c0413aa72bc843e3bb754719aa78ffeb.webp,2014,140000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1975 cc
Dongfeng,Pick up,2.4L 4x2,USD,"u$s6,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dongfeng/pick-up/pe/RT_PU_0e46dadb22d94897bf43483cea62d7a1.webp,2012,78000 km,gasolina,manual 5 velocidades,Trujillo |La Libertad,Blanco,4 en línea,tela,2438 cc
Mazda,CX-9,2.5L Signature,USD,"u$s36,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-9/pe/RT_PU_fd9d924c9ac24d269e9d2317e5764f38.webp,2020,27500 km,gasolina,automática 6 velocidades,Lima |Lima,Azul Oscuro,6 en línea,cuero,2498 cc
Hyundai,Santa Fe,4WD Sport,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/santa-fe/pe/RT_PU_3e0b4557944146898808e2bc5ba9047a.webp,2012,160000 km,gasolina,manual 6 velocidades,Piura |Piura,Plata,4 en línea,tela,2359 cc
KIA,Sportage,2.0L LX Aut,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_f8f82c096eb849a7b74e239450d88f88.webp,2015,75000 km,gasolina,automática 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1999 cc
Renault,Logan,Dynamique Aut 1.6L,USD,"u$s6,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/logan/pe/RT_PU_e5e7967bb7c14a769a9e26f911e4ad72.webp,2014,134000 km,gasolina,automática 4 velocidades,Lima |Lima,Negro,4 en línea,tela,1598 cc
Mercedes Benz,Clase CLA,200 Kit AMG,USD,"u$s50,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-cla/pe/RT_PU_23298f18629e404e9ac48ec8f1f897d1.webp,2022,8800 km,gasolina,automática 7 velocidades,Arequipa |Arequipa,Rojo Júpiter,4 en línea,tela y cuero,1332 cc
KIA,Rio,1.4 EX Full Aut,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_f4faf04875024667b02cff80f837e438.webp,2016,98000 km,gasolina,automática 4 velocidades,Lima |Lima,Rojo Señal,4 en línea,tela,1399 cc
Ssangyong,Actyon Sports,2.0L 4x4,USD,"u$s12,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ssangyong/actyon-sports/pe/RT_PU_714658b2000549a5ad97e6d3ac288086.webp,2014,91350 km,diesel,manual 6 velocidades,Arequipa |Arequipa,Negro,4 en línea,tela,1998 cc
Ssangyong,Rexton Diesel,2.7L,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ssangyong/rexton/pe/RT_PU_ece26b238f7f42f89034cf2390f81ecc.webp,2007,134000 km,diesel,manual 5 velocidades,Lima |Lima,Azul,4 en línea,tela,2700 cc
Ford,Escape,2.0L SE Ecoboost,USD,"u$s18,990",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/escape/pe/RT_PU_5acfe1839eed46468ea14b6d25fed3bd.webp,2018,48500 km,gasolina,automática 6 velocidades,Lima |Lima,Plata,4 en línea,tela,2000 cc
Mitsubishi,Mirage G4,1.2 GLX,USD,"u$s9,750",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/mirage-g4/pe/RT_PU_1b9f265fe3d14a109fcf6177baf93b9a.webp,2017,56000 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,3 en línea,tela,1200 cc
Toyota,Rav4,2.0 4x2,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_4b8051a6f67f4b05bf6382ec98375501.webp,2011,160000 km,gasolina,manual 6 velocidades,Huaraz |Ancash,Rojo Metalizado,4 en línea,tela,1987 cc
Mazda,BT-50,2.2L 4x4 MID,USD,"u$s15,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/bt-50/pe/RT_PU_8893d3553f01432697218cbcc11128ea.webp,2012,190000 km,diesel,manual 6 velocidades,Pacasmayo |La Libertad,Blanco,4 en línea,tela,2198 cc
Nissan,X-Trail,Sense 3Filas,USD,"u$s18,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_adff1ef0731740e5a9fed2f76b6694b2.webp,2017,76000 km,gasolina,automática CVT,Lima |Lima,Gris,4 en línea,tela,2498 cc
Toyota,Hilux,2.4L Tdi 4x2 CD SR,USD,"u$s22,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_e57ad67520f6420e81cf784d0c4675ce.webp,2015,121000 km,diesel,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,2393 cc
Toyota,Yaris Sedán,1.5 GLi,USD,"u$s8,090",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_4f4cc7fea30a478682dd41ee8d1e9fbb.webp,2014,200000 km,gasolina,manual 5 velocidades,Huanuco |Huanuco,Gris Oscuro,4 en línea,tela,1497 cc
Volkswagen,Polo,1.6L Highline,USD,"u$s3,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/polo/pe/RT_PU_bdde532033344a97bcb968fc1eb29222.webp,1998,250000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,cuero,1598 cc
Nissan,X-Trail,Exclusive Full,USD,"u$s9,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_7a4384c114a04f68b0444706e54d76c9.webp,2003,254997 km,gasolina,Xtronic CVT con modo manual (6 vel),Lima |Lima,Blanco Perla,4 en línea,cuero,2488 cc
Subaru,XV,1.6i AWD Aut,USD,"u$s16,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_b3151b7a199147e0b7a7da7364088c66.webp,2016,69000 km,gasolina,automática CVT,Lima |Lima,Negro,4 Bóxer,tela,1599 cc
KIA,Sportage,2.0L GT Line,USD,"u$s20,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_7a8df01e87d642b1a86fba3a08a97486.webp,2016,60000 km,gasolina,automática 6 velocidades,Lima |Lima,Plata Mineral,4 en línea,cuero y símil cuero,1999 cc
KIA,Cerato Koup,SX Aut,USD,"u$s9,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato-koup/pe/RT_PU_35ba195e50b24e9490ae6863cb6f8fb4.webp,2012,144000 km,gasolina,automática 6 velocidades,Lima |Lima,Gris,4 en línea,tela,1999 cc
Mazda,CX-9,3.7 GT 4WD Aut,USD,"u$s14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-9/pe/RT_PU_de4da944682b40cda43450f106a5a3de.webp,2009,146000 km,gasolina,automática secuencial 6 velocidades,Lima |Lima,Marrón,6 en V,cuero,3726 cc
